date,target,y_true,y_pred
2019-08-25,N02BE,115.45,140.2033730467988
2019-09-01,N02BE,117.4,148.04107380339096
2019-09-08,N02BE,154.755,147.68948729563922
2019-09-15,N02BE,178.375,159.90784111991985
2019-09-22,N02BE,248.25,179.65235321204236
2019-09-29,N02BE,336.7,233.63371984998048
2019-10-06,N02BE,249.45,335.1653196674059
2019-10-13,N02BE,95.1,261.81103572547386
