datum,M01AB,M01AE,N02BA,N02BE,N05B,N05C,R03,R06,M01AB_lag1,M01AB_lag2,M01AB_lag3,M01AB_lag4,M01AB_lag8,M01AB_lag12,M01AE_lag1,M01AE_lag2,M01AE_lag3,M01AE_lag4,M01AE_lag8,M01AE_lag12,N02BA_lag1,N02BA_lag2,N02BA_lag3,N02BA_lag4,N02BA_lag8,N02BA_lag12,N02BE_lag1,N02BE_lag2,N02BE_lag3,N02BE_lag4,N02BE_lag8,N02BE_lag12,N05B_lag1,N05B_lag2,N05B_lag3,N05B_lag4,N05B_lag8,N05B_lag12,N05C_lag1,N05C_lag2,N05C_lag3,N05C_lag4,N05C_lag8,N05C_lag12,R03_lag1,R03_lag2,R03_lag3,R03_lag4,R03_lag8,R03_lag12,R06_lag1,R06_lag2,R06_lag3,R06_lag4,R06_lag8,R06_lag12,M01AB_rollmean4,M01AB_rollstd4,M01AB_rollmean8,M01AB_rollstd8,M01AB_rollmean12,M01AB_rollstd12,M01AE_rollmean4,M01AE_rollstd4,M01AE_rollmean8,M01AE_rollstd8,M01AE_rollmean12,M01AE_rollstd12,N02BA_rollmean4,N02BA_rollstd4,N02BA_rollmean8,N02BA_rollstd8,N02BA_rollmean12,N02BA_rollstd12,N02BE_rollmean4,N02BE_rollstd4,N02BE_rollmean8,N02BE_rollstd8,N02BE_rollmean12,N02BE_rollstd12,N05B_rollmean4,N05B_rollstd4,N05B_rollmean8,N05B_rollstd8,N05B_rollmean12,N05B_rollstd12,N05C_rollmean4,N05C_rollstd4,N05C_rollmean8,N05C_rollstd8,N05C_rollmean12,N05C_rollstd12,R03_rollmean4,R03_rollstd4,R03_rollmean8,R03_rollstd8,R03_rollmean12,R03_rollstd12,R06_rollmean4,R06_rollstd4,R06_rollmean8,R06_rollstd8,R06_rollmean12,R06_rollstd12,weekofyear,month,quarter,year,is_year_start,is_year_end
2014-06-15,29.03,17.4,23.6,95.3,87.0,8.0,20.0,36.8,23.34,17.71,25.02,22.38,27.36,39.36,23.06,22.08,22.278,26.4,19.38,23.72,33.9,25.1,33.7,35.2,35.15,26.1,154.425,143.38,115.7,154.0,134.2,202.8,64.0,69.0,56.0,56.0,59.0,36.0,8.0,3.0,5.0,2.0,1.0,4.0,19.0,19.0,20.0,42.0,24.0,27.0,27.5,28.1,36.6,18.5,20.0,23.6,23.775,4.695334563869404,23.816249999999997,3.351634729075181,24.940833333333334,4.727206475351596,21.2045,2.571381146388059,23.88475,4.676018964583319,22.51816666666667,4.364657371397779,29.075000000000003,5.490825681686373,28.375000000000004,5.360636955757082,29.662499999999998,6.062369961117066,127.20125,26.78838690396757,146.68812499999999,29.097390400601203,144.91708333333332,23.79498137101539,69.0,13.140268896284683,63.0,12.094863136295281,56.833333333333336,14.57789942053215,6.0,2.4494897427831788,5.875,2.9970223317724636,5.416666666666667,2.8431203515386634,19.5,0.577350269189615,21.875,8.57633787980461,23.083333333333332,7.254570137422884,32.25,5.1449003877626245,26.299999999999997,10.04703225549003,24.599999999999998,8.477456736974403,24,6,2,2014,0,0
2014-06-22,31.68,20.73,26.1,106.7,66.0,5.0,11.0,24.0,29.03,23.34,17.71,25.02,26.36,25.69,17.4,23.06,22.08,22.278,20.215,17.33,23.6,33.9,25.1,33.7,22.0,36.2,95.3,154.425,143.38,115.7,182.5,136.6,87.0,64.0,69.0,56.0,54.0,42.0,8.0,8.0,3.0,5.0,4.0,6.0,20.0,19.0,19.0,20.0,16.0,29.0,36.8,27.5,28.1,36.6,13.0,24.5,25.439999999999998,6.217947142479316,24.48125,4.3171466684770925,25.44,5.113941728256199,20.8175,2.4704706029418686,23.949125000000002,4.621507219743669,22.8015,4.099553268345223,27.175,4.599547079151735,28.8875,4.834234316680503,28.820833333333336,5.76610228890024,124.95125,28.40554827699442,137.213125,28.0941316873801,142.42541666666668,26.190010713519037,71.5,10.53565375285274,64.5,11.551128578133467,58.833333333333336,13.992422191596381,6.0,2.4494897427831788,6.0,2.9277002188455987,5.333333333333333,2.839120649181021,17.25,4.193248541803039,21.25,9.223417401995237,21.583333333333332,7.76306328166604,29.1,5.442425929675112,27.674999999999997,8.6178800840379,24.558333333333334,8.47922148370338,25,6,2,2014,0,0
2014-06-29,21.02,27.5,37.3,156.8,96.0,1.0,6.0,18.0,31.68,29.03,23.34,17.71,22.02,19.68,20.73,17.4,23.06,22.08,27.16,22.05,26.1,23.6,33.9,25.1,23.9,36.4,106.7,95.3,154.425,143.38,176.6,153.7,66.0,87.0,64.0,69.0,49.0,31.0,5.0,8.0,8.0,3.0,6.0,7.0,11.0,20.0,19.0,19.0,24.0,27.0,24.0,36.8,27.5,28.1,13.9,20.0,26.267500000000002,4.934000236454532,24.35625,4.412025571419226,25.551666666666666,4.9898585028824085,22.1725,4.243719869799765,23.991625,4.656682569552215,23.255666666666666,4.305447381110952,30.224999999999998,6.441208478745786,30.5625,5.169121920459163,28.895833333333332,5.878406491455644,128.30625,31.886911989874392,134.73812500000003,24.80862867424207,142.68375,26.326265585135516,78.25,15.755951256588734,70.375,14.191924262964294,64.25,14.796344757466901,5.5,3.3166247903554003,5.375,3.420004177106889,4.833333333333333,3.0401355631656037,14.0,6.68331255192114,19.0,10.555973258234951,19.833333333333332,8.736894948054104,26.575,7.864847953605545,28.1875,7.76097149662518,24.391666666666666,8.595819103529694,26,6,2,2014,0,0
2014-07-06,27.35,24.74,30.0,135.8,64.0,3.0,8.0,10.0,21.02,31.68,29.03,23.34,24.67,36.03,27.5,20.73,17.4,23.06,32.485,20.38,37.3,26.1,23.6,33.9,29.6,21.2,156.8,106.7,95.3,154.425,151.6,141.0,96.0,66.0,87.0,64.0,69.0,46.0,1.0,5.0,8.0,8.0,11.0,4.0,6.0,11.0,20.0,19.0,15.0,22.0,18.0,24.0,36.8,27.5,36.0,20.3,27.27,4.531909089997288,24.69125,4.539164295330144,24.828333333333337,3.8262914238993946,22.592499999999998,4.439454733785823,23.0235,3.2230723142457034,23.619,4.223907088337657,29.25,5.978015278222915,30.612499999999997,5.160409036943818,29.629166666666666,5.3568332883138945,123.65,27.913974994615046,132.763125,23.886266666598488,142.25041666666667,26.399195102944578,78.25,15.755951256588734,69.75,14.370107863199925,65.75,13.64567863664338,4.25,2.98607881119482,4.375,2.615202805574687,4.75,3.0785179433085537,11.25,6.18465843842649,18.125,11.205069005970978,18.666666666666668,9.33549758457015,22.2,11.29719729254414,24.9375,9.311120463494941,23.53333333333333,9.507445248410065,27,7,3,2014,0,0
2014-07-13,26.01,22.38,34.7,122.8,83.0,7.0,27.0,16.2,27.35,21.02,31.68,29.03,22.38,27.36,24.74,27.5,20.73,17.4,26.4,19.38,30.0,37.3,26.1,23.6,35.2,35.15,135.8,156.8,106.7,95.3,154.0,134.2,64.0,96.0,66.0,87.0,56.0,59.0,3.0,1.0,5.0,8.0,2.0,1.0,8.0,6.0,11.0,20.0,42.0,24.0,10.0,18.0,24.0,36.8,18.5,20.0,26.515,4.390311302553997,25.145000000000003,4.455785965621393,24.715833333333336,3.764435146166947,23.8375,2.9444453354296436,22.520999999999997,2.9206324168381292,23.869,4.0347502119372,32.025000000000006,4.972842915945227,30.55,5.099579814623385,29.59166666666667,5.316091922957438,130.525,21.17787760848559,128.863125,22.42592615343415,141.30041666666668,26.915308288502867,77.25,15.12999228904849,73.125,13.840287982140104,67.75,14.309088021254187,4.0,2.5819888974716116,5.0,2.5634797778466227,5.25,2.8959218974902683,13.0,9.556847457887633,16.25,7.166389806390862,18.916666666666668,9.529459903929814,17.05,5.762811813689566,24.650000000000002,9.570191817752212,23.216666666666665,9.69721922027447,28,7,3,2014,0,0
2014-07-20,33.67,20.76,20.5,96.0,84.0,6.0,12.0,14.4,26.01,27.35,21.02,31.68,25.02,26.36,22.38,24.74,27.5,20.73,22.278,20.215,34.7,30.0,37.3,26.1,33.7,22.0,122.8,135.8,156.8,106.7,115.7,182.5,83.0,64.0,96.0,66.0,56.0,54.0,7.0,3.0,1.0,5.0,5.0,4.0,27.0,8.0,6.0,11.0,20.0,16.0,16.2,10.0,18.0,24.0,36.6,13.0,27.0125,5.2074073843580475,26.22625,5.375677864232565,25.325,4.561713194922196,23.845,2.9339109279822018,22.33125,2.987227273863558,23.914416666666664,3.9927287879647464,30.625,7.395212415249926,28.9,5.992137705837062,29.46666666666667,5.524381221348492,127.85000000000001,25.437701678152088,126.400625,25.010457875156856,134.09208333333333,26.45746719293346,81.75,13.225606476327153,76.625,12.351257888513695,70.25,14.309088021254187,4.25,2.7537852736430515,5.125,2.587745847533828,5.416666666666667,2.874917653629668,13.25,9.5,15.25,7.126409634992524,18.583333333333332,9.70902423084583,14.65,3.430743359681689,21.875,8.797524002321822,23.333333333333332,9.570725566997929,29,7,3,2014,0,0
2014-07-27,28.01,28.77,33.1,116.2,77.0,2.0,8.0,16.0,33.67,26.01,27.35,21.02,17.71,22.02,20.76,22.38,24.74,27.5,22.08,27.16,20.5,34.7,30.0,37.3,25.1,23.9,96.0,122.8,135.8,156.8,143.38,176.6,84.0,83.0,64.0,96.0,69.0,49.0,6.0,7.0,3.0,1.0,3.0,6.0,12.0,27.0,8.0,6.0,19.0,24.0,14.4,16.2,10.0,18.0,28.1,13.9,28.76,3.3774349241201853,27.513749999999998,4.134858565554914,25.82416666666667,4.49441766545068,24.1625,3.479313869141452,23.167499999999997,3.7467042660374017,24.048583333333337,4.136177252627301,29.575000000000003,6.356820484068011,29.9,5.934644049983115,30.233333333333334,5.31607054699296,117.7,16.60080319341985,123.00312500000001,24.207645034678507,129.05875,23.17750399584198,77.0,9.201449161228178,77.625,11.963486114005415,72.58333333333333,12.724052622946639,4.5,2.380476142847617,5.0,2.725540575476987,5.083333333333333,3.028901190901153,13.75,9.032349269892817,13.875,7.3569694847810805,17.25,9.992042288286667,14.15,2.881550508551486,20.3625,8.612604965149297,23.508333333333336,9.40023774683224,30,7,3,2014,0,0
2014-08-03,20.02,7.71,23.2,95.1,80.0,9.0,11.0,16.5,28.01,33.67,26.01,27.35,23.34,24.67,28.77,20.76,22.38,24.74,23.06,32.485,33.1,20.5,34.7,30.0,33.9,29.6,116.2,96.0,122.8,135.8,154.425,151.6,77.0,84.0,83.0,64.0,64.0,69.0,2.0,6.0,7.0,3.0,8.0,11.0,8.0,12.0,27.0,8.0,19.0,15.0,16.0,14.4,16.2,10.0,27.5,36.0,26.927500000000002,5.632893720519385,27.09875,4.736449657406151,25.436666666666667,4.793481053061606,19.905,8.83483446364446,21.24875,6.630389856023338,21.983999999999998,5.500526520252401,27.875,7.074072377350971,28.562500000000004,6.1075918799006645,29.700000000000003,5.6930579736121665,107.525,14.09240339095225,115.5875,22.211286545357822,124.35041666666666,23.90935823426133,81.0,3.162277660168395,79.625,10.622583758873644,73.5,12.838153364802192,6.0,2.9439202887759492,5.125,2.900123150094541,4.916666666666667,2.712205856136405,14.5,8.504900548115382,12.875,7.100050301632678,16.916666666666668,10.139556502165467,15.775,0.939414711402802,18.9875,8.177396983672217,21.883333333333336,8.704213539047242,31,8,3,2014,0,0
2014-08-10,28.36,19.74,28.4,123.6,83.0,8.0,3.0,16.9,20.02,28.01,33.67,26.01,29.03,22.38,7.71,28.77,20.76,22.38,17.4,26.4,23.2,33.1,20.5,34.7,23.6,35.2,95.1,116.2,96.0,122.8,95.3,154.0,80.0,77.0,84.0,83.0,87.0,56.0,9.0,2.0,6.0,7.0,8.0,2.0,11.0,8.0,12.0,27.0,20.0,42.0,16.5,16.0,14.4,16.2,36.8,18.5,27.515,5.6278503889140525,27.015,4.703229893229909,25.935000000000002,4.757527050513074,19.245,8.68566059663857,21.54125,6.48639771808227,21.429,5.348337821655009,26.3,5.594640292279747,29.162499999999998,5.777280007556693,29.133333333333336,5.428097495830598,107.725,14.384105811623783,119.125,20.72229648056811,121.81708333333331,22.017933853435018,81.0,3.162277660168395,79.125,10.315556906232192,75.75,11.81774474716267,6.25,3.095695936834452,5.125,2.900123150094541,5.416666666666667,2.6784776318353725,8.5,4.041451884327379,10.75,7.206148168652337,13.666666666666666,7.190060479368,15.950000000000001,1.0969655114602939,16.5,3.885136511666719,21.75,8.772736693353396,32,8,3,2014,0,0
2014-08-17,26.02,19.53,34.7,103.4,99.0,5.0,3.0,23.6,28.36,20.02,28.01,33.67,31.68,25.02,19.74,7.71,28.77,20.76,20.73,22.278,28.4,23.2,33.1,20.5,26.1,33.7,123.6,95.1,116.2,96.0,106.7,115.7,83.0,80.0,77.0,84.0,66.0,56.0,8.0,9.0,2.0,6.0,5.0,5.0,3.0,11.0,8.0,12.0,11.0,20.0,16.9,16.5,16.0,14.4,24.0,36.6,25.6025,3.861712702933767,26.3075,4.310551008861859,26.018333333333334,4.748792829060173,18.9375,8.635775877128811,21.391250000000003,6.521617760516615,21.2,5.367477823132404,29.85,5.177193576961684,30.2375,5.924269092952673,29.21666666666667,5.511613084014404,109.57499999999999,12.757318161222456,118.71249999999999,21.035442030738633,120.79208333333334,22.60701072458525,84.75,9.810708435174297,83.25,10.898885919474278,79.33333333333333,11.80395413975051,6.0,3.1622776601683795,5.125,2.900123150094541,5.416666666666667,2.6784776318353725,6.25,3.947573094109002,9.75,7.704358692139332,12.25,7.496969084539788,18.25,3.585619425798938,16.45,3.7758631936476443,20.666666666666668,7.479588386017135,33,8,3,2014,0,0
2014-08-24,36.36,25.225,20.5,111.2,92.0,7.0,14.0,11.3,26.02,28.36,20.02,28.01,21.02,17.71,19.53,19.74,7.71,28.77,27.5,22.08,34.7,28.4,23.2,33.1,37.3,25.1,103.4,123.6,95.1,116.2,156.8,143.38,99.0,83.0,80.0,77.0,96.0,69.0,5.0,8.0,9.0,2.0,1.0,3.0,3.0,3.0,11.0,8.0,6.0,19.0,23.6,16.9,16.5,16.0,18.0,28.1,27.689999999999998,6.763519793716881,28.225,4.982062108920647,27.5725,4.833574105810692,18.05125,7.3811182249033145,21.106875,6.261610323174523,21.46208333333333,5.489742276751387,26.700000000000003,6.260457917224055,28.137500000000003,6.039616236625823,28.833333333333332,5.965252922068134,108.325,12.1208841811694,113.0125,14.359112338262761,118.11041666666667,21.56879969458543,88.5,8.660254037844393,82.75,10.306031521118403,81.25,11.840800034395704,7.25,1.7078251276599339,5.875,2.416461403433895,5.75,2.598076211353316,7.75,5.61990510002912,10.75,7.667184247539268,11.833333333333334,7.221600594848419,17.075,5.042734046791154,15.6125,4.111112987987577,19.266666666666666,7.533842836082252,34,8,3,2014,0,0
2014-08-31,22.05,31.275,29.0,160.15,112.0,3.0,12.0,15.0,36.36,26.02,28.36,20.02,27.35,23.34,25.225,19.53,19.74,7.71,24.74,23.06,20.5,34.7,28.4,23.2,30.0,33.9,111.2,103.4,123.6,95.1,135.8,154.425,92.0,99.0,83.0,80.0,64.0,64.0,7.0,5.0,8.0,9.0,3.0,8.0,14.0,3.0,3.0,11.0,8.0,19.0,11.3,23.6,16.9,16.5,10.0,27.5,28.197499999999998,6.032856564956056,27.5625,5.445841795089428,27.465000000000003,4.94922491636087,23.942500000000003,5.554023316479693,21.923750000000002,7.164468253620982,22.146666666666665,6.176392862171154,28.150000000000002,5.836951259004995,28.012500000000003,6.005815633914464,28.425,5.7507509391066804,124.5875,25.125033167473834,116.05624999999999,20.948396418341744,118.58750000000002,22.48876613495557,96.5,12.233832869001718,88.75,11.707750790456249,85.25,13.478096709442724,5.75,2.217355782608346,5.875,2.416461403433895,5.333333333333333,2.605355789115719,8.0,5.830951894845299,11.25,7.592289321598404,11.25,6.863937380515373,16.7,5.154286242213047,16.2375,3.4653128079789557,18.224999999999998,7.146152811128516,35,8,3,2014,0,0
2014-09-07,29.7,29.369,23.6,113.72,109.0,5.0,9.0,18.6,22.05,36.36,26.02,28.36,26.01,29.03,31.275,25.225,19.53,19.74,22.38,17.4,29.0,20.5,34.7,28.4,34.7,23.6,160.15,111.2,103.4,123.6,122.8,95.3,112.0,92.0,99.0,83.0,83.0,87.0,3.0,7.0,5.0,8.0,7.0,8.0,12.0,14.0,3.0,3.0,27.0,20.0,15.0,11.3,23.6,16.9,16.2,36.8,28.5325,6.081893208533019,28.02375,5.451827838965045,27.520833333333332,4.972210882555772,26.34975,5.200897702961178,22.797375000000002,7.63848391721626,23.14408333333333,6.305259643681807,26.950000000000003,6.24739945897491,26.625,5.501103785345518,28.425,5.7507509391066804,122.1175,25.73276559175078,114.92125,20.77608957947281,120.1225,21.35479683179566,103.0,9.201449161228181,92.0,13.373748272535387,87.08333333333333,15.132495638275403,5.0,1.6329931618554532,5.625,2.3867192066576597,5.083333333333333,2.466441431158124,9.5,4.795831523312717,9.0,4.140393356054126,10.333333333333334,6.3005531262715,17.125,5.245553672714956,16.5375,3.5640817290613165,16.708333333333332,4.147827105481822,36,9,3,2014,0,0
2014-09-14,18.7,22.41,22.4,216.35,104.0,0.0,28.0,10.2,29.7,22.05,36.36,26.02,33.67,31.68,29.369,31.275,25.225,19.53,20.76,20.73,23.6,29.0,20.5,34.7,20.5,26.1,113.72,160.15,111.2,103.4,96.0,106.7,109.0,112.0,92.0,99.0,84.0,66.0,5.0,3.0,7.0,5.0,6.0,5.0,9.0,12.0,14.0,3.0,12.0,11.0,18.6,15.0,11.3,23.6,14.4,24.0,26.7025,7.914924194204265,26.1525,5.795275785376518,26.439166666666665,5.38026774989926,27.06975,4.003625471577839,23.003625,7.597780746234862,23.28408333333333,6.265309764646094,23.875,3.647259244967378,26.8625,5.233392098547824,28.116666666666664,5.981309271895294,150.35500000000002,49.41834780726689,129.965,39.89411628656173,129.26000000000002,34.501570715232376,104.25,8.808140174482551,94.5,13.533028380331489,90.25,14.270917661772515,3.75,2.98607881119482,4.875,3.0908852176312576,4.666666666666667,2.870962250261094,15.75,8.421203397773187,11.0,7.92824967172092,11.75,8.114241128467219,13.775,3.816084380618435,16.012500000000003,4.180033321808418,15.558333333333332,3.8443484690536533,37,9,3,2014,0,0
2014-09-21,18.02,22.915,28.7,227.1,69.0,3.0,44.0,8.0,18.7,29.7,22.05,36.36,28.01,21.02,22.41,29.369,31.275,25.225,28.77,27.5,22.4,23.6,29.0,20.5,33.1,37.3,216.35,113.72,160.15,111.2,116.2,156.8,104.0,109.0,112.0,92.0,77.0,96.0,0.0,5.0,3.0,7.0,2.0,1.0,28.0,9.0,12.0,14.0,8.0,6.0,10.2,18.6,15.0,11.3,16.0,18.0,22.1175,5.353119806866517,24.903750000000002,6.384230432423762,26.189166666666665,5.7142969953892955,26.49225,4.494881190495124,22.27175,7.236371935280435,22.901999999999997,6.123023525261772,25.925,3.415040263305835,26.3125,4.686892817818027,27.400000000000002,5.251666402200356,179.32999999999998,52.67826180377134,143.8275,51.89159765456114,135.11833333333334,44.2064530117356,98.5,19.941581348194703,93.5,15.203383082158311,88.0,15.368208034179458,2.75,2.061552812808831,5.0,2.9760952365713798,4.833333333333333,2.691175253012008,23.25,16.152915113584505,15.5,13.92838827718412,14.916666666666666,12.101527577003228,12.95,4.767598976424084,15.012500000000001,5.0498762361071945,14.725,4.32122141823982,38,9,3,2014,0,0
2014-09-28,25.36,25.38,31.1,239.55,95.0,4.0,2.0,16.0,18.02,18.7,29.7,22.05,20.02,27.35,22.915,22.41,29.369,31.275,7.71,24.74,28.7,22.4,23.6,29.0,23.2,30.0,227.1,216.35,113.72,160.15,95.1,135.8,69.0,104.0,109.0,112.0,80.0,64.0,3.0,0.0,5.0,3.0,9.0,3.0,44.0,28.0,9.0,12.0,11.0,8.0,8.0,10.2,18.6,15.0,16.5,10.0,22.945,5.589809179808076,25.57125,6.072202324645364,26.02333333333333,5.706416377972068,25.0185,3.1773425478954587,24.4805,4.228197758586314,22.955333333333332,6.143242367665367,26.45,4.131585652022718,27.3,4.768947173418582,27.491666666666664,5.310445681233672,199.18,57.75662674822126,161.88375,57.3577342991211,143.76416666666665,53.517047829017386,94.25,17.80215342779257,95.375,14.191924262964296,90.58333333333333,13.45334249331459,3.0,2.160246899469288,4.375,2.50356888118884,4.916666666666667,2.644319239884671,20.75,18.997806890972093,14.375,14.686607115716978,14.416666666666666,12.529661776856715,13.2,4.9342341519902195,14.95,5.031898250163667,15.225,4.064284573071761,39,9,3,2014,0,0
2014-10-05,32.35,26.456,30.6,272.04,73.0,3.0,81.0,14.0,25.36,18.02,18.7,29.7,28.36,26.01,25.38,22.915,22.41,29.369,19.74,22.38,31.1,28.7,22.4,23.6,28.4,34.7,239.55,227.1,216.35,113.72,123.6,122.8,95.0,69.0,104.0,109.0,83.0,83.0,4.0,3.0,0.0,5.0,8.0,7.0,2.0,44.0,28.0,9.0,3.0,27.0,16.0,8.0,10.2,18.6,16.9,16.2,23.6075,6.703389068225116,26.069999999999997,6.4838899259185885,26.551666666666666,5.991448198486864,24.29025,1.9411921380086952,25.32,3.7972879795980776,23.295,6.220734186427018,28.2,4.002499219237898,27.575000000000003,4.902987427506384,27.150000000000002,4.922213101662894,238.76,24.12706778703177,180.43874999999997,66.48718188761761,156.20083333333332,64.43034539976748,85.25,16.93861466196887,94.125,15.788218935106567,89.75,14.25179414542731,2.5,1.7320508075688785,3.75,2.052872551885702,4.583333333333333,2.609713789020946,38.75,33.05929017185134,24.125,26.883013755370296,18.916666666666668,22.88095012860871,12.05,3.6161674002549464,14.5875,4.975493514646149,15.041666666666666,4.065924547288408,40,10,4,2014,0,0
2014-10-12,23.7,23.085,33.1,296.975,103.0,7.0,21.0,10.5,32.35,25.36,18.02,18.7,26.02,33.67,26.456,25.38,22.915,22.41,19.53,20.76,30.6,31.1,28.7,22.4,34.7,20.5,272.04,239.55,227.1,216.35,103.4,96.0,73.0,95.0,69.0,104.0,99.0,84.0,3.0,4.0,3.0,0.0,5.0,6.0,81.0,2.0,44.0,28.0,3.0,12.0,14.0,16.0,8.0,10.2,23.6,14.4,24.857499999999998,5.901448268574983,25.78,6.538101515621444,25.720833333333335,5.592607878153791,24.459,1.7424180516359373,25.764374999999998,3.180906067571682,23.48875,6.170606852799664,30.875,1.8080837001274663,27.375,4.59370687540496,28.2,4.7141951978716765,258.91625,31.66505260140954,204.635625,69.59642434562596,172.94875000000002,72.92042774412648,85.0,16.573070526208074,94.625,16.026206217139666,91.33333333333333,14.60593486680442,4.25,1.892969448600092,4.0,2.3299294900428698,4.666666666666667,2.6742316936860866,37.0,33.99019466454014,26.375,25.58424459366685,19.666666666666668,22.780906412381775,12.125,3.5677957714346005,12.95,3.5318954846209607,14.716666666666667,4.272498382005831,41,10,4,2014,0,0
2014-10-19,23.115,30.6103125,28.3375,223.621875,96.0625,4.625,28.0,13.1875,23.7,32.35,25.36,18.02,36.36,28.01,23.085,26.456,25.38,22.915,25.225,28.77,33.1,30.6,31.1,28.7,20.5,33.1,296.975,272.04,239.55,227.1,111.2,116.2,103.0,73.0,95.0,69.0,92.0,77.0,7.0,3.0,4.0,3.0,7.0,2.0,21.0,81.0,2.0,44.0,14.0,8.0,10.5,14.0,16.0,8.0,11.3,16.0,26.13125,4.253485580477892,24.124374999999997,4.963646008372129,25.312916666666666,5.588976348920063,26.382828124999996,3.1495138701336534,26.4375390625,3.5935285066739793,23.642109375,6.334487852973102,30.784374999999997,1.9564363596004426,28.3546875,3.658600053665138,27.803124999999998,4.457667440005124,258.04671875,32.855346966916045,218.688359375,58.50038204329768,181.90057291666665,71.90713706806281,91.765625,13.003642818937319,95.1328125,15.995480580324434,92.921875,13.926122164879066,4.65625,1.699800846177772,3.703125,2.024335759664672,4.885416666666667,2.540276880339598,33.0,33.83292282181169,28.125,25.09090615000924,21.333333333333332,22.580495740323947,13.421875,2.2783943313585193,13.1859375,3.468399676646925,14.482291666666667,4.2728412223885,42,10,4,2014,0,0
2014-10-26,19.69,25.14,25.2,213.6,95.0,3.0,30.0,10.0,23.115,23.7,32.35,25.36,22.05,20.02,30.6103125,23.085,26.456,25.38,31.275,7.71,28.3375,33.1,30.6,31.1,29.0,23.2,223.621875,296.975,272.04,239.55,160.15,95.1,96.0625,103.0,73.0,95.0,112.0,80.0,4.625,7.0,3.0,4.0,3.0,9.0,28.0,21.0,81.0,2.0,12.0,11.0,13.1875,10.5,14.0,16.0,15.0,16.5,24.71375,5.3893125334622525,23.829375,5.170367793977523,25.285416666666666,5.618123052122287,26.322828125,3.1771512583073944,25.6706640625,3.02305264520637,25.094609375000005,3.8668473433159005,29.309375,3.359863821025089,27.8796875,3.806537711973774,27.969791666666666,4.304679860646031,251.55921874999999,39.595677588487334,225.36960937499998,53.716320963258994,191.77557291666668,66.86303958862266,91.765625,13.003642818937319,93.0078125,14.493241863359,94.171875,13.320863383370037,4.40625,1.8912490361310617,3.703125,2.024335759664672,4.385416666666667,2.2280866825937267,40.0,27.60434748368452,30.375,24.23066239292686,22.916666666666668,22.455848937752314,11.921875,1.9694112646084396,12.5609375,3.5444715346327236,13.940624999999999,4.40379847985082,43,10,4,2014,0,0
2014-11-02,25.67,14.82,34.1,203.8,112.5,4.0,39.0,7.0,19.69,23.115,23.7,32.35,29.7,28.36,25.14,30.6103125,23.085,26.456,29.369,19.74,25.2,28.3375,33.1,30.6,23.6,28.4,213.6,223.621875,296.975,272.04,113.72,123.6,95.0,96.0625,103.0,73.0,109.0,83.0,3.0,4.625,7.0,3.0,5.0,8.0,30.0,28.0,21.0,81.0,9.0,3.0,10.0,13.1875,10.5,14.0,18.6,16.9,23.04375,2.4886789500991533,23.325625000000002,4.690757963043621,25.061249999999998,5.5373788207549435,23.413828125000002,6.55059962851983,23.852039062499998,4.497173363592634,24.684609375000004,4.664723984737142,30.184375,4.1668505167772265,29.192187500000003,3.9283478528102096,28.44479166666667,4.65656751002053,234.49921875,42.42938928806423,236.629609375,32.03438763889965,198.45890625,63.344657135791124,101.640625,8.061995300740804,93.4453125,15.085671917744394,96.63020833333333,13.785657750420972,4.65625,1.699800846177772,3.578125,1.9627530546585399,4.052083333333333,1.915441390305893,29.5,7.416198487095659,34.125,22.724671929110755,25.916666666666668,21.95225535455333,10.171875,2.535875403583528,11.1109375,3.0607351875641116,13.115625,4.71530126833232,44,11,4,2014,0,0
2014-11-09,40.67,31.05,29.8,177.9,152.0,5.0,25.0,6.2,25.67,19.69,23.115,23.7,18.7,26.02,14.82,25.14,30.6103125,23.085,22.41,19.53,34.1,25.2,28.3375,33.1,22.4,34.7,203.8,213.6,223.621875,296.975,216.35,103.4,112.5,95.0,96.0625,103.0,104.0,99.0,4.0,3.0,4.625,7.0,0.0,5.0,39.0,30.0,28.0,21.0,28.0,3.0,7.0,10.0,13.1875,10.5,10.2,23.6,27.286250000000003,9.252735969250754,26.071875,7.300863910475646,26.282083333333333,7.148533688912372,25.405078125,7.551462401377247,24.9320390625,5.098626465395917,25.644609374999998,4.692790877230555,29.359375,3.697400198675638,30.1171875,2.813590562373746,28.03645833333334,4.255776349741039,204.73046875,19.632402129615294,231.823359375,37.86539711027641,204.66723958333333,56.457509042059826,113.890625,26.639294627094895,99.4453125,25.69683827263233,101.046875,21.141519982903294,4.15625,0.874255635764889,4.203125,1.365940119739619,4.052083333333333,1.915441390305893,30.5,6.027713773341703,33.75,22.864507742037972,27.75,20.75013691082982,9.096875,3.1800218650977707,10.6109375,3.5226653711308655,11.665624999999999,3.7809147109048076,45,11,4,2014,0,0
