mean_fit_time,std_fit_time,mean_score_time,std_score_time,param_random_state,param_n_estimators,param_min_samples_split,param_min_samples_leaf,param_max_features,param_max_depth,param_bootstrap,params,split0_test_score,split1_test_score,split2_test_score,split3_test_score,split4_test_score,mean_test_score,std_test_score,rank_test_score
0.46614727973937986,0.05651314830968676,0.14483857154846191,0.07041864798128991,42,200,10,1,0.7,8,True,"{'random_state': 42, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 0.7, 'max_depth': 8, 'bootstrap': True}",60.775640462066804,42.33760738729468,62.35373523852259,42.733066202626595,39.408407645648204,49.52169138723177,9.912494358469184,30
0.874061107635498,0.16301702606356366,0.09250025749206543,0.00286136739326351,42,400,5,1,sqrt,12,True,"{'random_state': 42, 'n_estimators': 400, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",65.99015255073078,47.1084065134111,72.38622725067766,48.9742957208131,37.74791585531777,54.44139957819008,12.788470949236187,10
1.574029302597046,0.03350363233772135,0.19076886177062988,0.014734208157488063,42,800,2,4,sqrt,12,True,"{'random_state': 42, 'n_estimators': 800, 'min_samples_split': 2, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",68.27824601991108,49.83324579021604,73.90717475011463,49.9732096101571,37.63455301202466,55.92528583648469,13.289356830039441,4
1.7632527828216553,0.19906106595292003,0.24538421630859375,0.06305541761959435,42,800,10,4,sqrt,12,True,"{'random_state': 42, 'n_estimators': 800, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",68.67447066276515,50.24228904775449,74.09284388071887,49.66471717166188,37.80630676145394,56.09612550487086,13.358476883933195,2
0.4741477966308594,0.0868596743386298,0.11802287101745605,0.0859190318014842,42,200,2,1,0.7,,True,"{'random_state': 42, 'n_estimators': 200, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 0.7, 'max_depth': None, 'bootstrap': True}",60.81125796277074,42.95052894725979,62.05126678026885,43.39629083875213,39.17202843282867,49.67627459237603,9.717420687799008,27
0.7961852073669433,0.03381709614607071,0.10037941932678222,0.025332047425735957,42,300,5,1,0.5,16,True,"{'random_state': 42, 'n_estimators': 300, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 16, 'bootstrap': True}",61.220416480291895,43.40700121184581,63.22293848834704,44.82093734886679,38.392444321364906,50.21274757014329,10.05527933388611,18
1.0619946479797364,0.15074428980082868,0.12534117698669434,0.023947599894650572,42,400,10,1,0.5,8,True,"{'random_state': 42, 'n_estimators': 400, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 0.5, 'max_depth': 8, 'bootstrap': True}",61.38873369984856,43.78903626489177,63.85407164464034,43.356463211580866,38.604976854571206,50.19865633510655,10.334412792087123,19
0.45319333076477053,0.031108904556398215,0.11596550941467285,0.04228920077922213,42,200,10,4,0.5,8,True,"{'random_state': 42, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 0.5, 'max_depth': 8, 'bootstrap': True}",62.91338264583727,44.85489266027275,64.7391618250939,42.67124608703652,38.32238841492305,50.7002143266327,10.93705826933389,11
0.8930530071258544,0.12051421898581205,0.08966383934020997,0.008315156723223121,42,400,5,1,sqrt,20,True,"{'random_state': 42, 'n_estimators': 400, 'min_samples_split': 5, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 20, 'bootstrap': True}",65.99015255073078,47.10784610816514,72.39780543271533,48.890504151275174,37.91634349579254,54.46053034773579,12.755197384330224,9
0.43248944282531737,0.045795170622880986,0.07140588760375977,0.00986648521879668,42,200,10,1,sqrt,8,True,"{'random_state': 42, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 8, 'bootstrap': True}",68.24215707386057,47.49756447171088,73.91174105578287,51.127518838103555,38.17804004779237,55.79140429745005,13.297654347731571,5
1.585865068435669,0.04272747575173724,0.22220849990844727,0.024712862531153585,42,800,10,2,sqrt,8,True,"{'random_state': 42, 'n_estimators': 800, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 'sqrt', 'max_depth': 8, 'bootstrap': True}",67.52240247770486,48.12336000340205,73.50910218203411,48.806467711411194,38.034634966209765,55.199193468152394,13.211136724689446,7
1.3937196254730224,0.30529158075992713,0.24921746253967286,0.07700430652346581,42,600,10,2,0.7,,True,"{'random_state': 42, 'n_estimators': 600, 'min_samples_split': 10, 'min_samples_leaf': 2, 'max_features': 0.7, 'max_depth': None, 'bootstrap': True}",60.23946341779089,43.37939386686042,62.474276922928524,42.600831438708596,39.403361769500954,49.61946548315788,9.701536228848358,28
0.5263773441314697,0.11111463666649796,0.16661949157714845,0.04006538448800321,42,200,10,4,0.7,20,True,"{'random_state': 42, 'n_estimators': 200, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 0.7, 'max_depth': 20, 'bootstrap': True}",61.421045191456855,46.05862935975102,63.190350454083195,42.81684427729456,39.12688623947809,50.52275110441275,9.883481231739273,14
1.342020606994629,0.08917744667152726,0.22351455688476562,0.04859144935439341,42,600,5,2,0.7,16,True,"{'random_state': 42, 'n_estimators': 600, 'min_samples_split': 5, 'min_samples_leaf': 2, 'max_features': 0.7, 'max_depth': 16, 'bootstrap': True}",60.3308934084889,43.84845822414849,62.175954233892284,43.88493141440587,39.165591479629924,49.88116575211309,9.460766884813077,26
2.022935628890991,0.0844078092439146,0.1183863639831543,0.033695665629733314,42,800,2,1,sqrt,12,True,"{'random_state': 42, 'n_estimators': 800, 'min_samples_split': 2, 'min_samples_leaf': 1, 'max_features': 'sqrt', 'max_depth': 12, 'bootstrap': True}",66.65284446030694,47.46184430739493,72.03015957326174,49.563897748414995,37.317360007778376,54.60522121943141,12.838119984710268,8
0.947054672241211,0.22861363062474496,0.07331018447875977,0.011411338825067934,42,400,10,4,sqrt,16,True,"{'random_state': 42, 'n_estimators': 400, 'min_samples_split': 10, 'min_samples_leaf': 4, 'max_features': 'sqrt', 'max_depth': 16, 'bootstrap': True}",69.12374880528377,50.649160328642246,73.92511967869632,50.20404387389155,37.43954362474236,56.26832326225125,13.41564642346122,1
